ticker,pattern_type,breakout_type,confirmed,breakout_date,last_close,entry_zone_low,entry_zone_high,stop_loss,price_target,measured_move_pct,pattern_duration_weeks,score,status,pattern_start_date,pattern_end_date
BOSS.DE,ihs,type2,volume,2026-06-08,37.619998931884766,37.78994126890978,37.97889097525432,37.034142443531586,41.76751656655588,10.53,14,76.2,active,2025-12-01,2026-03-02
DNB.OL,ihs,type1,full,2026-06-15,293.8999938964844,292.76980941416707,294.2336584612379,286.9144132258837,325.559623837185,11.2,12,74.2,active,2026-03-23,2026-06-08
ENR.DE,triangle_sym,pending,pending,,168.1999969482422,191.66596502185934,192.6242948469686,187.83264572142215,242.2876101447947,35.89,29,68.5,active,2025-10-06,2026-04-20
GLEN.L,triangle_sym,pending,pending,,511.20001220703125,684.4686496625425,687.8909929108551,670.7792766692916,879.6113907154222,39.88,32,68.5,active,2025-10-27,2026-06-01
NESN.SW,rectangle,type1,time,2026-06-22,82.55000305175781,81.25,81.65624999999999,79.625,90.677682758556,13.13,13,65.9,active,2026-03-02,2026-05-25
NESN.SW,triangle_asc,type1,time,2026-06-22,82.55000305175781,81.11012420645356,81.51567482748582,79.48792172232449,89.10330337177894,10.93,13,65.5,active,2026-03-02,2026-05-25
CS.PA,ihs,type1,time,2026-06-15,43.47999954223633,40.89233677387388,41.09679845774325,40.0744900383964,47.300852845646055,15.67,14,62.7,active,2026-02-09,2026-05-11
NESN.SW,ihs,type1,time,2026-06-22,82.55000305175781,82.46895034510273,82.88129509682823,80.81957133820067,97.40541503535641,18.11,16,60.8,active,2025-12-08,2026-03-23
SRT.DE,triangle_sym,pending,pending,,189.39999389648438,196.28185579122737,197.26326507018348,192.35621867540283,225.21371240225648,17.29,22,60.0,active,2026-01-05,2026-06-01
RACE.MI,ihs,type1,time,2026-06-22,323.45001220703125,313.639910832585,315.2081103867479,307.36711261593325,361.30826902766375,15.2,16,59.9,active,2026-02-02,2026-05-18
NOKIA.HE,triangle_sym,pending,pending,,11.670000076293945,14.994999885559082,15.069974884986875,14.6950998878479,24.830001919794743,190.6,32,59.5,active,2025-10-27,2026-06-01
AV.L,triangle_sym,type2,time,2026-06-22,651.4000244140625,645.4111506513856,648.6382064046425,632.5029276383578,690.6462759121462,7.54,12,59.1,active,2026-02-23,2026-05-11
SAN.PA,rectangle,pending,pending,,73.77999877929688,78.55783689726971,78.95062608175606,76.98668015932431,87.22808380532135,12.41,17,57.7,active,2026-02-09,2026-06-01
SRT.DE,ihs,pending,pending,,189.39999389648438,198.33969656019354,199.3313950429945,194.37290262898966,239.16274488590176,20.58,26,56.7,active,2025-11-17,2026-05-11
NESN.SW,ihs,pending,pending,,82.55000305175781,85.45880713333577,85.88610116900244,83.74963099066905,103.3797961707496,20.97,30,56.7,active,2024-09-16,2025-04-07
COLR.BR,ihs,pending,pending,,35.91999816894531,36.476922255295975,36.65930686657245,35.74738381019005,43.1538452735314,18.3,30,56.7,active,2025-09-22,2026-04-13
VER.VI,ihs,pending,pending,,55.70000076293945,65.708270008205,66.03681135824603,64.3941046080409,76.01266966029792,15.68,30,56.7,active,2024-12-16,2025-07-07
OR.PA,triangle_sym,type2,time,2026-06-08,381.95001220703125,377.29998779296875,379.18648773193354,369.75398803710937,415.21725583097407,11.17,11,56.3,active,2026-02-23,2026-05-04
DWS.DE,ihs,pending,pending,,65.80000305175781,70.75000381469727,71.10375383377074,69.33500373840332,91.30000686645508,29.05,24,55.5,active,2025-10-13,2026-03-23
