ticker,pattern_type,breakout_type,confirmed,breakout_date,last_close,entry_zone_low,entry_zone_high,stop_loss,price_target,measured_move_pct,pattern_duration_weeks,score,status,pattern_start_date,pattern_end_date
HR,ihs,type1,full,2026-05-04,20.020000457763672,19.379777534626093,19.47667642229922,18.99218198393357,22.852775629512355,17.92,15,89.7,active,2025-12-22,2026-03-30
MTSI,triangle_sym,type1,time,2026-06-08,367.1099853515625,366.7252545214175,368.55888079402456,359.39074943098916,507.71386023035666,62.46,48,86.4,active,2025-06-30,2026-05-25
HRB,triangle_sym,type1,full,2026-05-04,35.31999969482422,33.04628253146092,33.21151394411822,32.3853568808317,36.66643786145423,12.3,14,82.0,active,2026-01-05,2026-04-06
TREX,triangle_sym,type1,time,2026-06-08,45.45000076293945,43.21716717610741,43.433253011987944,42.35282383258526,49.91907054381381,18.35,30,78.5,active,2025-10-13,2026-05-04
IRDM,triangle_sym,type1,time,2026-05-18,45.04999923706055,42.289457579473094,42.50090486737046,41.44366842788363,64.14185955816407,106.93,28,73.9,active,2025-10-06,2026-04-13
BWA,triangle_sym,type1,time,2026-05-25,70.54000091552734,68.73815266473366,69.08184342805733,67.36338961143899,96.57575009004015,68.06,19,73.2,active,2025-10-06,2026-02-09
AKAM,triangle_sym,pending,pending,,127.8550033569336,149.69804352442105,150.44653374204313,146.70408265393263,207.510303430193,62.92,36,71.5,active,2025-09-08,2026-05-11
AU,triangle_sym,pending,pending,,90.91999816894531,126.09240081625427,126.72286282033552,123.57055279992917,169.329328465832,52.18,36,71.5,active,2025-08-04,2026-04-06
APA,triangle_sym,pending,pending,,33.93000030517578,44.57658255983598,44.79946547263515,43.685050908639255,55.91855962333742,34.13,33,71.5,active,2025-09-22,2026-05-04
CGNX,triangle_sym,pending,pending,,64.7699966430664,70.08002660795762,70.4304267409974,68.67842607579847,92.74838427005176,47.81,29,71.5,active,2025-10-20,2026-05-04
FTAI,triangle_sym,pending,pending,,277.30999755859375,319.3833801994998,320.9802971004973,312.9957125955098,459.29784054578,77.96,36,71.5,active,2025-06-23,2026-02-23
DAR,triangle_sym,pending,pending,,53.790000915527344,65.7067488670349,66.03528261137006,64.3926138896942,88.16950187683103,51.94,37,68.5,active,2025-08-25,2026-05-04
GFS,triangle_sym,pending,pending,,80.63999938964844,85.34190304692433,85.76861256215894,83.63506498598584,126.53906995551498,93.32,35,68.5,active,2025-09-29,2026-05-25
KEYS,triangle_sym,pending,pending,,350.70001220703125,362.7671474624059,364.5809831997179,355.51180451315776,540.4208719860562,95.97,40,68.5,active,2025-08-11,2026-05-11
SCCO,triangle_sym,pending,pending,,191.67999267578125,226.0290833915081,227.1592288084656,221.50850172367794,295.17363120217647,44.07,37,68.5,active,2025-08-04,2026-04-13
SCCO,triangle_sym,pending,pending,,191.67999267578125,220.22134551562658,221.32245224320468,215.81691860531404,296.08613556454577,52.55,34,68.5,active,2025-07-07,2026-02-23
EA,rectangle,pending,pending,,203.02000427246094,204.22000122070312,205.24110122680662,200.13560119628906,211.4300079345703,3.66,28,66.2,active,2025-09-29,2026-04-06
CNH,triangle_sym,pending,pending,,10.279999732971191,12.1954674274603,12.256444764597601,11.951558078911095,14.551622899806894,23.95,40,65.5,active,2025-07-07,2026-04-06
DOW,triangle_sym,pending,pending,,32.5,40.0624444822472,40.262756704658436,39.261195592602256,59.09307898891588,90.49,29,65.5,active,2025-09-15,2026-03-30
PWR,triangle_sym,pending,pending,,714.8499755859375,779.8239133482748,783.7230329150161,764.2274350813093,1017.7258814621882,43.9,28,65.5,active,2025-10-27,2026-05-04
RRX,triangle_sym,pending,pending,,221.52000427246094,246.4590739725718,247.69136934243463,241.52989249312034,301.70378707909003,28.89,28,65.5,active,2025-10-27,2026-05-04
GNTX,ihs,type1,time,2026-06-08,25.3799991607666,24.76637048083349,24.890202333237657,24.27104307121682,29.167798402352577,17.77,17,64.1,active,2026-01-26,2026-05-18
ZION,ihs,type1,time,2026-06-08,66.1500015258789,64.23116522052034,64.55232104662294,62.94654191610993,76.15996523494536,18.57,16,63.8,active,2026-01-26,2026-05-11
ORI,rectangle,pending,pending,,38.72999954223633,42.9213248229767,43.13593144709158,42.062898326517164,49.06615534241263,16.71,22,63.7,active,2025-11-24,2026-04-20
AFG,rectangle,pending,pending,,133.35000610351562,136.2783339278439,136.9597255974831,133.55276724928703,149.46667151779718,10.71,21,63.1,active,2025-12-29,2026-05-18
COKE,triangle_sym,pending,pending,,183.63999938964844,217.6817593215153,218.77016811812285,213.328124135085,272.73775325586314,33.85,28,62.5,active,2025-09-08,2026-03-16
TXN,triangle_sym,pending,pending,,301.8800048828125,328.3432399542479,329.98495615401913,321.77637515516295,461.33839759431237,68.08,26,62.5,active,2025-12-01,2026-05-25
MPWR,triangle_sym,pending,pending,,1448.2099609375,1691.8562006818147,1700.3154816852236,1658.0190766681783,2306.345967399398,57.04,25,61.9,active,2025-12-08,2026-05-25
BC,triangle_sym,pending,pending,,80.7300033569336,85.08615217739329,85.51158293828024,83.38442913384542,97.50993002420964,17.1,20,61.8,active,2026-01-12,2026-05-25
CBSH,ihs,type1,time,2026-06-01,54.720001220703125,52.40513987797539,52.66716557736526,51.35703708041588,58.06664893710096,10.8,17,61.8,active,2026-01-26,2026-05-18
JPM,ihs,type1,time,2026-06-08,333.4599914550781,318.4407624267084,320.0329662388419,312.0719471781742,359.2025972926798,12.8,18,61.4,active,2026-01-19,2026-05-18
WEN,rectangle,pending,pending,,6.949999809265137,8.414618033904508,8.45669112407403,8.246325673226417,10.458710076916365,32.09,23,61.4,active,2025-12-08,2026-05-11
MTCH,triangle_sym,pending,pending,,35.310001373291016,40.927288997515625,41.131925442503196,40.10874321756531,66.82865076045998,172.38,24,61.3,active,2023-07-31,2024-01-08
AIG,triangle_sym,pending,pending,,74.7699966430664,79.12696308933182,79.52259790477848,77.54442382754519,85.04241925953318,8.08,19,61.2,active,2025-12-22,2026-04-27
RPM,ihs,type1,time,2026-06-08,107.0199966430664,106.1672701276588,106.69810647829708,104.04392472510561,119.88929942046227,12.92,20,61.2,active,2026-01-05,2026-05-18
TJX,ihs,type1,time,2026-06-08,164.1300048828125,163.70790147529084,164.52644098266728,160.433743445785,182.47167331392097,11.46,12,61.1,active,2025-12-29,2026-03-16
RYN,ihs,type2,time,2026-05-25,20.729999542236328,20.62504507801984,20.72817030340994,20.212544176459446,22.241957932777993,7.84,27,60.8,active,2025-11-17,2026-05-18
CPAY,ihs,type1,time,2026-05-18,353.3299865722656,337.4166666666667,339.10375,330.66833333333335,393.673329671224,16.67,14,59.8,active,2026-02-02,2026-05-04
BAC,ihs,type1,time,2026-06-08,56.529998779296875,54.939877359914185,55.21457674671375,53.8410798127159,63.759755787943604,16.05,16,59.7,active,2026-01-26,2026-05-11
COLB,ihs,type2,time,2026-06-08,30.049999237060547,29.927986614509457,30.077626547582,29.329426882219266,34.49653989616786,15.27,20,59.2,active,2025-12-29,2026-05-11
KMB,ihs,type1,time,2026-06-08,101.47000122070312,97.98133934543617,98.47124604216334,96.02171255852744,104.7949006948733,6.95,18,59.2,active,2026-01-05,2026-05-04
CASY,triangle_sym,pending,pending,,850.8499755859375,901.0000000000002,905.5050000000001,882.9800000000002,1107.0463468255912,29.65,25,58.9,active,2025-11-24,2026-05-11
JAZZ,triangle_sym,pending,pending,,226.92999267578125,242.67762354220724,243.89101165991826,237.8240710713631,311.5712199848051,39.64,20,58.8,active,2026-01-05,2026-05-18
PAYX,ihs,type1,time,2026-05-18,97.58000183105469,91.81055718332735,92.26960996924397,89.9743460396608,99.25622530879953,8.11,12,57.4,active,2026-02-23,2026-05-11
AUR,triangle_sym,pending,pending,,6.050000190734863,8.326380172179118,8.368012073040012,8.159852568735536,12.780260461183339,115.01,17,57.0,active,2026-01-19,2026-05-11
IRM,triangle_sym,pending,pending,,125.44000244140625,134.2009572857176,134.87196207214618,131.51693814000325,165.6230992999045,30.57,17,57.0,active,2026-01-12,2026-05-04
ALK,ihs,pending,pending,,48.27000045776367,86.6470291550095,87.08026430078455,84.91408857190932,140.67405937813425,62.35,48,56.7,active,2024-05-27,2025-04-21
AWK,ihs,pending,pending,,125.41000366210938,155.6986014849638,156.4770944923886,152.58462945526452,197.10419243433745,26.59,28,56.7,active,2024-11-04,2025-05-12
