ticker,pattern_type,breakout_type,confirmed,breakout_date,last_close,entry_zone_low,entry_zone_high,stop_loss,price_target,measured_move_pct,pattern_duration_weeks,score,status,pattern_start_date,pattern_end_date
GFS,triangle_sym,pending,pending,,49.02000045776367,91.24774692322,91.7039856578361,89.4227919847556,136.56545728142098,98.67,39,71.5,active,2025-09-29,2026-06-22
ON,triangle_sym,pending,pending,,84.38999938964844,126.31081719561399,126.94237128159205,123.78460085170171,186.1943945604138,90.15,33,68.5,active,2025-10-20,2026-06-01
CSCO,triangle_sym,pending,pending,,115.58000183105469,127.49475974903993,128.13223354778512,124.94486455405912,176.61422060455465,62.67,26,62.5,active,2025-12-08,2026-06-01
TXN,triangle_sym,pending,pending,,277.07000732421875,328.3432399542479,329.98495615401913,321.77637515516295,461.33839759431237,68.08,26,62.5,active,2025-12-01,2026-05-25
MRVL,triangle_sym,pending,pending,,174.47000122070312,324.65874644777125,326.2820401800101,318.1655715188158,557.0611884181689,251.91,29,62.5,active,2025-12-01,2026-06-15
XEL,rectangle,pending,pending,,80.33000183105469,83.61198662707743,84.03004656021281,81.93974689453587,91.04397294897907,9.76,18,61.3,active,2026-02-23,2026-06-22
MDLZ,rectangle,pending,pending,,62.47999954223633,62.77831679934188,63.09220838333858,61.52275046335504,74.07965676999538,21.95,21,57.1,active,2025-09-22,2026-02-09
MDLZ,rectangle,pending,pending,,62.47999954223633,63.038017146738085,63.35320723247177,61.77725680380332,71.25912243326383,15.0,18,55.3,active,2026-02-09,2026-06-08
XEL,ihs,pending,pending,,80.33000183105469,84.16083282019417,84.58163698429513,82.47761616379029,96.97379592725115,15.22,21,53.6,active,2025-10-27,2026-03-16
GEHC,triangle_sym,pending,pending,,64.11000061035156,66.41247935931632,66.7445417561129,65.08422977212999,72.38047140453192,9.87,13,51.5,active,2026-04-13,2026-07-06
BIIB,ihs,pending,pending,,205.61000061035156,229.88251876831055,231.03193136215208,225.28486839294433,299.40503692626953,30.24,17,51.2,active,2025-12-15,2026-04-06
HON,ihs,pending,pending,,247.0500030517578,253.37203748855197,254.6388976759947,248.30459673878093,300.0500167590227,18.42,17,51.2,active,2026-03-16,2026-07-06
RBLX,triangle_sym,pending,pending,,49.5,58.43000030517578,58.72215030670166,57.261400299072264,75.78250122070312,42.24,11,50.3,active,2026-04-20,2026-06-29
MDLZ,ihs,pending,pending,,62.47999954223633,66.2484767603351,66.57971914413676,64.92350722512839,81.73643602340897,23.38,14,49.3,active,2025-12-08,2026-03-09
WDAY,rectangle,type1,none,2026-07-27,159.69000244140625,156.2699966430664,157.0513466262817,153.14459671020506,201.08499145507812,40.21,13,42.0,active,2026-03-09,2026-06-01
