ticker,pattern_type,breakout_type,confirmed,breakout_date,last_close,entry_zone_low,entry_zone_high,stop_loss,price_target,measured_move_pct,pattern_duration_weeks,score,status,pattern_start_date,pattern_end_date
AMAT,triangle_sym,pending,pending,,472.4599914550781,658.0679012035766,661.3582407095945,644.9065431795051,902.5485876330467,59.11,51,71.5,active,2025-07-14,2026-06-29
LRCX,triangle_sym,pending,pending,,310.9599914550781,414.5642308209634,416.6370519750682,406.27294620454416,555.3076541421887,51.4,47,71.5,active,2025-08-11,2026-06-29
ON,triangle_sym,pending,pending,,73.5999984741211,126.31081719561399,126.94237128159205,123.78460085170171,186.1943945604138,90.15,33,68.5,active,2025-10-20,2026-06-01
TXN,triangle_sym,pending,pending,,271.4100036621094,326.8322919501676,328.4664534099184,320.2956461111642,458.31650158615173,67.31,26,62.5,active,2025-12-01,2026-05-25
MRVL,triangle_sym,pending,pending,,262.3599853515625,324.65874644777125,326.2820401800101,318.1655715188158,557.0611884181689,251.91,29,62.5,active,2025-12-01,2026-06-15
GEHC,rectangle,pending,pending,,66.2699966430664,75.79999923706055,76.17899923324585,74.28399925231933,91.66385735425058,26.47,19,58.9,active,2026-04-13,2026-08-17
GEHC,triangle_asc,pending,pending,,66.2699966430664,75.6500015258789,76.0282515335083,74.13700149536133,90.47305275889204,24.37,19,58.5,active,2026-04-13,2026-08-17
FAST,ihs,type2,time,2026-08-03,50.08000183105469,48.98806939450294,49.233009741475456,48.008308006612886,55.06613894159378,12.41,15,56.8,active,2026-04-13,2026-07-20
DLTR,ihs,pending,pending,,115.04000091552734,132.9909464518229,133.655901184082,130.33112752278646,180.10189565022785,35.42,26,56.7,active,2026-01-26,2026-07-20
PAYX,triangle_sym,pending,pending,,114.52999877929688,127.98000335693357,128.61990337371822,125.42040328979489,154.32906733792146,25.93,20,55.8,active,2026-04-20,2026-08-31
NVDA,rectangle,pending,pending,,228.8699951171875,235.51879652377983,236.6963905063987,230.80842059330422,281.3448505207611,24.16,17,54.7,active,2026-05-11,2026-08-31
XEL,ihs,pending,pending,,72.05999755859375,84.16083282019417,84.58163698429513,82.47761616379029,96.97379592725115,15.22,21,53.6,active,2025-10-27,2026-03-16
AMZN,rectangle,pending,pending,,254.97999572753906,282.8800048828125,284.2944049072265,277.22240478515624,339.9050064086914,25.25,14,52.8,active,2026-05-04,2026-08-03
BIIB,ihs,pending,pending,,225.36000061035156,229.88251876831055,231.03193136215208,225.28486839294433,299.40503692626953,30.24,17,51.2,active,2025-12-15,2026-04-06
MDLZ,ihs,pending,pending,,61.08000183105469,66.2484767603351,66.57971914413676,64.92350722512839,81.73643602340897,23.38,14,49.3,active,2025-12-08,2026-03-09
